Oil Priority,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
MEDIUM,Satay Malaysia,restaurant,"N8 5, London",N8 5,,,51.5780201,-0.1245412,OpenStreetMap,False,,
MEDIUM,Satay Malaysia,restaurant,"N8 6, London",N8 6,,,51.5780201,-0.1245412,OpenStreetMap,False,,
MEDIUM,Satay Malaysia,restaurant,"N8 7, London",N8 7,,,51.5780201,-0.1245412,OpenStreetMap,False,,
MEDIUM,Satay Malaysia,restaurant,"N8 8, London",N8 8,,,51.5780201,-0.1245412,OpenStreetMap,False,,
MEDIUM,Satay Malaysia,restaurant,"N8 9, London",N8 9,,,51.5780201,-0.1245412,OpenStreetMap,False,,
MEDIUM,Selale,restaurant,"1-3, Salisbury Promenade, N4 4, London",N4 4,+44 20 8800 1636,https://selale.co.uk,51.5831423,-0.0996457,OpenStreetMap,False,,
MEDIUM,Selale,restaurant,"1-3, Salisbury Promenade, N15 1, London",N15 1,+44 20 8800 1636,https://selale.co.uk,51.5831423,-0.0996457,OpenStreetMap,False,,
MEDIUM,Selale,restaurant,"1-3, Salisbury Promenade, N15 9, London",N15 9,+44 20 8800 1636,https://selale.co.uk,51.5831423,-0.0996457,OpenStreetMap,False,,
MEDIUM,Shahi Pakwaan,indian,"N6 9, London",N6 9,,,51.5818916,-0.1578517,OpenStreetMap,False,,
MEDIUM,Snack Bar,cafe,"High Road, N17 8, London",N17 8,,,51.6043358,-0.0682079,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 0, London",N8 0,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 1, London",N8 1,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 2, London",N8 2,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 3, London",N8 3,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 5, London",N8 5,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 6, London",N8 6,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 7, London",N8 7,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 8, London",N8 8,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Sourdough Sophia,cafe,"24, Middle Lane, N8 9, London",N8 9,,,51.5812624,-0.1235016,OpenStreetMap,False,,
MEDIUM,Stamp Brasserie,cafe,"509, Green Lanes, N4 4, London",N4 4,+44 20 8245 2520,https://stampbrasserie.com,51.5815003,-0.0997122,OpenStreetMap,False,,
MEDIUM,Stamp Brasserie,cafe,"509, Green Lanes, N15 1, London",N15 1,+44 20 8245 2520,https://stampbrasserie.com,51.5815003,-0.0997122,OpenStreetMap,False,,
MEDIUM,Stamp Brasserie,cafe,"509, Green Lanes, N15 9, London",N15 9,+44 20 8245 2520,https://stampbrasserie.com,51.5815003,-0.0997122,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"Wells Terrace, N4 9, London",N4 9,,https://www.starbucks.com/store-locator/store/1009102/finsbury-wells-terrace-wells-terrace-finsbury-park-london-eng-n-4-3-ju-gb,51.5653461,-0.1078999,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 0, London",N8 0,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 1, London",N8 1,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 2, London",N8 2,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 5, London",N8 5,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 6, London",N8 6,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 7, London",N8 7,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 8, London",N8 8,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"7, The Broadway, N8 9, London",N8 9,,,51.5786546,-0.1240474,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"114, Muswell Hill Broadway, N10 4, London",N10 4,,https://www.starbucks.com/store-locator/store/2630/muswell-hill-broadway-114-muswell-hill-london-eng-n-10-3-ru-gb,51.5901772,-0.1436418,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"114, Muswell Hill Broadway, N10 5, London",N10 5,,https://www.starbucks.com/store-locator/store/2630/muswell-hill-broadway-114-muswell-hill-london-eng-n-10-3-ru-gb,51.5901772,-0.1436418,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"114, Muswell Hill Broadway, N10 6, London",N10 6,,https://www.starbucks.com/store-locator/store/2630/muswell-hill-broadway-114-muswell-hill-london-eng-n-10-3-ru-gb,51.5901772,-0.1436418,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"114, Muswell Hill Broadway, N10 9, London",N10 9,,https://www.starbucks.com/store-locator/store/2630/muswell-hill-broadway-114-muswell-hill-london-eng-n-10-3-ru-gb,51.5901772,-0.1436418,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 0, London",N11 0,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 1, London",N11 1,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 2, London",N11 2,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 3, London",N11 3,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 4, London",N11 4,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 6, London",N11 6,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 7, London",N11 7,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 8, London",N11 8,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starbucks,coffee_shop,"*a, Station Road, N11 9, London",N11 9,,https://www.starbucks.com/store-locator/store/83338-312959/new-southgate-station-road-8-a-station-road-london-eng-n-11-1-fr-gb,51.612035,-0.1374204,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 0, London",N17 0,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 1, London",N17 1,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 2, London",N17 2,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 3, London",N17 3,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 4, London",N17 4,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 5, London",N17 5,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 6, London",N17 6,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 7, London",N17 7,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 8, London",N17 8,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Starmugs Cafe,cafe,"N17 9, London",N17 9,,,51.5981905,-0.0770628,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 0, London",N4 0,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 1, London",N4 1,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 2, London",N4 2,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 3, London",N4 3,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 5, London",N4 5,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 6, London",N4 6,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 7, London",N4 7,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N4 8, London",N4 8,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 0, London",N8 0,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 1, London",N8 1,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 2, London",N8 2,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 6, London",N8 6,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 7, London",N8 7,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 8, London",N8 8,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stationers Park Cafe,coffee_shop,"Denton Road, N8 9, London",N8 9,,,51.5799255,-0.1126244,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 0, London",N2 0,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 1, London",N2 1,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 2, London",N2 2,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 3, London",N2 3,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 4, London",N2 4,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 5, London",N2 5,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 6, London",N2 6,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 7, London",N2 7,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N2 9, London",N2 9,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N10 4, London",N10 4,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N10 5, London",N10 5,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N10 6, London",N10 6,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Stella's Room,cafe,"46, Fortis Green Road, N10 9, London",N10 9,,,51.5901005,-0.1459082,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 0, London",N4 0,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 1, London",N4 1,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 2, London",N4 2,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 3, London",N4 3,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 5, London",N4 5,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 6, London",N4 6,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N4 7, London",N4 7,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 0, London",N8 0,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 1, London",N8 1,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 2, London",N8 2,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 5, London",N8 5,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 6, London",N8 6,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 7, London",N8 7,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 8, London",N8 8,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sumak,turkish,"141, Tottenham Lane, N8 9, London",N8 9,+44 20 8341 6261,https://sumakrestaurants.com,51.582402,-0.1187674,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N2 8, London",N2 8,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N6 2, London",N6 2,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N8 4, London",N8 4,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N22 1, London",N22 1,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N22 2, London",N22 2,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N22 5, London",N22 5,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N22 7, London",N22 7,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Beach,bulgarian,"N22 9, London",N22 9,,,51.5909852,-0.1022481,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 0, London",N15 0,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 2, London",N15 2,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 3, London",N15 3,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 4, London",N15 4,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 5, London",N15 5,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 6, London",N15 6,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 7, London",N15 7,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunny Station Cafe,cafe,"N15 8, London",N15 8,,,51.5829366,-0.0751733,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 0, London",N11 0,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 1, London",N11 1,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 2, London",N11 2,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 3, London",N11 3,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 4, London",N11 4,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 5, London",N11 5,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 6, London",N11 6,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 7, London",N11 7,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 8, London",N11 8,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sunrise Cafe,cafe,"N11 9, London",N11 9,,,51.6085301,-0.1269672,OpenStreetMap,False,,
MEDIUM,Sushi Gourmet,sushi,"4, Williamson Road, N4 4, London",N4 4,,,51.5772065,-0.0952514,OpenStreetMap,False,,
MEDIUM,Sushi Gourmet,sushi,"4, Williamson Road, N15 1, London",N15 1,,,51.5772065,-0.0952514,OpenStreetMap,False,,
MEDIUM,Sushi Gourmet,sushi,"4, Williamson Road, N15 9, London",N15 9,,,51.5772065,-0.0952514,OpenStreetMap,False,,
MEDIUM,Sushi Zento,sushi,"476, Muswell Hill Broadway, N10 3, London",N10 3,,https://sushizenton10.co.uk/,51.5928015,-0.1431731,OpenStreetMap,False,,
MEDIUM,Sushi Zento,sushi,"476, Muswell Hill Broadway, N10 4, London",N10 4,,https://sushizenton10.co.uk/,51.5928015,-0.1431731,OpenStreetMap,False,,
MEDIUM,Sushi Zento,sushi,"476, Muswell Hill Broadway, N10 5, London",N10 5,,https://sushizenton10.co.uk/,51.5928015,-0.1431731,OpenStreetMap,False,,
MEDIUM,Sushi Zento,sushi,"476, Muswell Hill Broadway, N10 6, London",N10 6,,https://sushizenton10.co.uk/,51.5928015,-0.1431731,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N8 3, London",N8 3,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N8 5, London",N8 5,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 0, London",N10 0,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 1, London",N10 1,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 2, London",N10 2,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 6, London",N10 6,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 7, London",N10 7,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sushi Zone,sushi,"300C, Park Road, N10 8, London",N10 8,,,51.5866789,-0.1334586,OpenStreetMap,False,,
MEDIUM,Sweet Tree,cafe,"1, Crescent Road, N22 6, London",N22 6,,,51.599006,-0.1232085,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 0, London",N17 0,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 1, London",N17 1,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 2, London",N17 2,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 3, London",N17 3,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 4, London",N17 4,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 5, London",N17 5,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 6, London",N17 6,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 7, London",N17 7,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 8, London",N17 8,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,T on the Green,cafe,"Lordship Lane, N17 9, London",N17 9,,,51.5989225,-0.0728479,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 0, London",N6 0,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 1, London",N6 1,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 3, London",N6 3,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 4, London",N6 4,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 5, London",N6 5,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 6, London",N6 6,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 7, London",N6 7,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tan's Kitchen,japanese,"190, Archway Road, N6 8, London",N6 8,+44 20 8340 0288,http://www.tanskitchen.co.uk/,51.5729624,-0.1403503,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N2 8, London",N2 8,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N6 2, London",N6 2,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N8 4, London",N8 4,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N22 1, London",N22 1,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N22 2, London",N22 2,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N22 5, London",N22 5,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N22 7, London",N22 7,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Tarshish,turkish,"High Road, N22 9, London",N22 9,,,51.5912806,-0.1038844,OpenStreetMap,False,,
MEDIUM,Taste of Algeria,algerian,"74, Turnpike Lane, N2 8, London",N2 8,,,51.5895822,-0.1074191,OpenStreetMap,False,,
MEDIUM,Taste of Algeria,algerian,"74, Turnpike Lane, N6 2, London",N6 2,,,51.5895822,-0.1074191,OpenStreetMap,False,,
MEDIUM,Taste of Algeria,algerian,"74, Turnpike Lane, N8 4, London",N8 4,,,51.5895822,-0.1074191,OpenStreetMap,False,,
MEDIUM,Taste of Algeria,algerian,"74, Turnpike Lane, N22 2, London",N22 2,,,51.5895822,-0.1074191,OpenStreetMap,False,,
MEDIUM,Taste of Algeria,algerian,"74, Turnpike Lane, N22 5, London",N22 5,,,51.5895822,-0.1074191,OpenStreetMap,False,,
MEDIUM,Taste of Nawab,restaurant,"97, Colney Hatch Lane, N10 3, London",N10 3,+44 20 8883 6429,https://tasteofnawab.com,51.599983,-0.147765,OpenStreetMap,False,,
MEDIUM,Tenmaru,japanese,"N4 9, London",N4 9,,https://www.tenmaru.co.uk/,51.565629,-0.1082736,OpenStreetMap,False,,
MEDIUM,The Arch Cafe,cafe,"N4 9, London",N4 9,,,51.5657342,-0.1067122,OpenStreetMap,False,,
MEDIUM,The Bash,restaurant,"71-73, West Green Road, N15 2, London",N15 2,+44 20 3092 1220,https://the-bash-restaurant-cafe-bar.business.site/,51.5845153,-0.0766521,OpenStreetMap,False,,
MEDIUM,The Bash,restaurant,"71-73, West Green Road, N15 3, London",N15 3,+44 20 3092 1220,https://the-bash-restaurant-cafe-bar.business.site/,51.5845153,-0.0766521,OpenStreetMap,False,,
MEDIUM,The Bash,restaurant,"71-73, West Green Road, N15 7, London",N15 7,+44 20 3092 1220,https://the-bash-restaurant-cafe-bar.business.site/,51.5845153,-0.0766521,OpenStreetMap,False,,
MEDIUM,The Belash India,indian,"53, Tottenham Lane, N8 0, London",N8 0,+44 20 8340 9513,,51.5816031,-0.1214312,OpenStreetMap,False,,
MEDIUM,The Belash India,indian,"53, Tottenham Lane, N8 1, London",N8 1,+44 20 8340 9513,,51.5816031,-0.1214312,OpenStreetMap,False,,
MEDIUM,The Belash India,indian,"53, Tottenham Lane, N8 2, London",N8 2,+44 20 8340 9513,,51.5816031,-0.1214312,OpenStreetMap,False,,
MEDIUM,The Belash India,indian,"53, Tottenham Lane, N8 5, London",N8 5,+44 20 8340 9513,,51.5816031,-0.1214312,OpenStreetMap,False,,
MEDIUM,The Belash India,indian,"53, Tottenham Lane, N8 6, London",N8 6,+44 20 8340 9513,,51.5816031,-0.1214312,OpenStreetMap,False,,
